latitude,longitude,free_bikes,empty_slots,name
43.69362206784152,-79.27710529695892,2,13,Danforth Ave / Danforth Rd
43.72704086366749,-79.24391402446746,6,12,Brimley Rd / McCowan District Park
43.63735795888104,-79.43617975886079,1,11,King St W / Jameson Ave - SMART
43.73596719224253,-79.21995221481933,3,12,Parkcrest Dr / Kingston Rd
43.7154661,-79.2876595,6,13,Scarborough Soccer Centre
43.642904395956684,-79.43746059447746,3,9,Lansdowne Ave / Seaforth Ave 
43.70688,-79.26850999999999,0,14,Danforth Rd / Birchmount Rd 
43.697356080874876,-79.28528711019696,15,2,Pharmacy Ave / Teesdale Pl
43.70960859570095,-79.39915125005619,6,6,Yonge St / Montgomery Ave - SMART
43.71176278859601,-79.27028152889692,6,9,552 Birchmount Rd
43.671771,-79.324961,10,9,Highfield Rd / Gerrard St E
43.7110442448186,-79.29127313845584,7,7,Eastgate Cres / Pharmacy Ave 
43.7032112,-79.2787149,2,16,Firvalley Ct / Warden Ave
43.7128578,-79.2487086,7,8,Midland Ave / Kingston Rd
43.7323277855009,-79.22496619876934,1,17,Bellamy Rd S / Kingston Rd
43.669821695059376,-79.39444614603269,7,7,Avenue Rd / Cumberland St 
43.72690169821676,-79.22920396582664,6,9,Fenwood Ht / Kingston Rd
43.67794376009951,-79.39836278587889,6,9,Avenue Rd / Macpherson Ave 
43.64309687937765,-79.42875613770637,12,2,Dufferin St / Queen St W
43.6412561641921,-79.41502994047545,14,1,Shaw St / King St W
43.6476,-79.4015,9,5,Portland St / Queen St W
43.6962750705313,-79.39629396191867,5,17,Yonge St / Merton St 
43.70430959999999,-79.3972815,8,11,Soudan Ave / Yonge St 
43.69711160305226,-79.40537298227844,0,15,Avenue Rd / Oxton Ave 
43.68370788065334,-79.32262453633884,9,4,1612 Danforth Ave 
43.64299174164139,-79.42355911563249,13,7,Lisgar St / Queen St W - SMART
43.657275497390124,-79.32661544194183,15,3,Leslie St / Commissioners St  
43.68698672516659,-79.33478198280334,2,9,Greenwood Ave / Sammon Ave
43.65922918158098,-79.44320901022282,7,15,Lansdowne Subway Station
43.71161098023304,-79.28055565662231,7,12,Warden Subway Station
43.74531103700256,-79.20970650787817,1,13,Kingston Rd / Scarborough Golf Club Rd
43.647259,-79.379878,23,28,Wellington St W / Bay St
43.67036917803197,-79.32782698645094,12,3,Greenwood Ave / Gerrard St E
43.6458569,-79.3853654,19,7,Simcoe St / Wellington St W South
43.6509552,-79.3707,14,0,George St / King St E
43.649722,-79.416944,22,25,Dundas St W / Crawford St
43.66981064282057,-79.38801106873031,2,7,Bloor St W / Balmuto St
43.665278,-79.368333,1,13,Parliament St / Aberdeen Ave
43.6798678328407,-79.33424613862303,2,12,Chatham Ave / Byron Ave
43.71602024377182,-79.3047092517501,0,10,Wakunda Pl / O'Connor Dr
43.71101621552703,-79.30675743891624,7,8,Tiago Ave / Westview Blvd
43.70751755961952,-79.30252066313936,2,12,Plaxton Dr / St Clair Ave E
43.717678679534906,-79.29961580314475,0,17,Victoria Park Ave / Edge Park Ave
43.6603874468082,-79.39537831814152,2,14,Galbraith Rd / King's College Rd
43.6352007,-79.4187711,0,13,Exhibition GO Station
43.781877158752955,-79.41528502874928,5,12,Finch Subway Station 
43.70925763810859,-79.44169105036657,0,15,Glencairn Subway Station
43.70820992643782,-79.45627808717194,1,12,Glen Long Community Centre
43.70756436685646,-79.46571474966814,10,7,Caledonia Rd / Lotherton Pathway
43.68402031135697,-79.45297885330353,0,19,Harvie Ave / Rogers Rd
43.766663817888656,-79.18521765344238,13,5,Ling Rd / Morningside Ave
43.62052630763223,-79.48320224237995,9,8,Lake Shore Blvd W / Legion Rd
43.59841926031898,-79.51561102394257,3,7,Lake Shore Blvd W / Seventeenth St
43.645389479325615,-79.5276822170925,1,12,Mabelle Park
43.645658591546216,-79.52339938954925,2,13,Islington Subway Station (Aberfoyle Cres)
43.59445833196281,-79.53387390859834,9,2,Lake Shore Blvd W / Long Branch Ave
43.60191488118503,-79.49941888654288,14,0,Second St / Lake Shore Blvd W
43.64285244644315,-79.53199489206543,6,7,Bloor St W / Dundas St W (2)
43.70735572654095,-79.43723072209013,1,14,Viewmount Park
43.650077,-79.391291,11,9,Queen St W / John St
43.6460145694434,-79.39960497726345,1,14,Maud St / Adelaide St W
43.688153079245126,-79.48219789940566,2,21,York Recreation Centre
43.695498400279796,-79.48809394482672,0,15,Trethewey Dr / Black Creek Dr
43.698706949666914,-79.4756586460327,0,13,Keele St / Ingram Dr
43.6743457123134,-79.4948437786083,11,8,Jane St / Haney Ave
43.668510906505354,-79.5007648392868,2,12,Scarlett Rd / Eileen Ave
43.678276306636576,-79.50667332401198,11,4,Scarlett Rd / Old Scarlett Rd 
43.69143920681119,-79.46908634795456,1,17,Eglinton Ave W / Venn Cres
43.68189526215492,-79.4736382392868,2,20,Rogers Rd / Bicknell Ave
43.7023860650084,-79.52594758324148,0,14,Cruickshank Park
43.706191092397106,-79.53262795581969,0,13,Mallaby Park 
43.68735514096443,-79.50623313806341,2,16,Emmett Ave
43.69144464414302,-79.50154583869246,1,13,Jane St / Weston Rd
43.70673804962302,-79.50477543802873,1,14,Jane St / Queens Dr
43.69074600637147,-79.47820143344333,19,16,2700 Eglinton Ave W
43.6501644,-79.48296909999999,37,2,265 Armadale Ave
43.74386580997666,-79.49181654358595,0,15,Sentinel Rd / Sheppard Ave W
43.651922,-79.465693,1,22,High Park - West Rd
43.646251,-79.46472,20,3,High Park Amphitheatre
43.650154,-79.464934,3,22,High Park Outdoor Pool
43.72537884183677,-79.48719674218903,1,13,Humber River Hospital 
43.755583971122874,-79.47446032684479,0,18,Sheppard Ave W / Chesswood Dr
43.702340220597975,-79.50347389514123,0,14,Jane St / Lawrence Ave W
43.665304278965365,-79.39938263802871,6,9,Sussex Ave / St George St
43.75919330632997,-79.49001046850891,0,14,Keele St / Catford Rd
43.66273618779861,-79.36253100740966,9,11,Gerrard St E / Nasmith Ave 
43.644395,-79.40065430000001,19,13,King St W / Portland St - SMART
43.76073963892478,-79.5000273116394,0,15,Sentinel Rd / Finch Ave W
43.74751496038769,-79.5132569853195,5,9,Oakdale Community Centre
43.77086729028769,-79.49812990660705,2,12,The Pond Rd / Ian Macdonald Blvd
43.7063279,-79.3962499,17,3,75 Holly St
43.6518918789007,-79.40577861712723,4,19,Bathurst St / Dundas St W
43.659221843735615,-79.44277410244676,15,4,697 Lansdowne Ave 
43.75531728502427,-79.51704708227844,0,14,Jane St / Yewtree Blvd
43.73262849415089,-79.5381993243286,2,13,Weston Rd / Sheppard Ave W
43.7503016975738,-79.51577557434386,2,12,Jane St / Yorkwoods Gt
43.74845421407306,-79.5504039969242,0,14,Lindylou Rd / Lanyard Rd
43.76376964130183,-79.48809242593383,0,15,Tangiers Rd / Finch Ave W
43.72749778259739,-79.32714222209015,3,7,Wynford Heights Cres / Concorde Pl
43.72211166436462,-79.30864830919265,1,13,Bartley Park 
43.721761400691236,-79.2359137196434,3,7,Brooklawn Ave / Kingston Rd
43.668553,-79.338673,23,0,Gerrard Square Mall (1010 Gerrard St E)
43.6461,-79.3895,1,10,John St  / Mercer St - SMART
43.65748153286412,-79.38921396018827,1,15,University Ave / Gerrard St W - SMART(South)
43.759292283169536,-79.5183741465576,0,15,Jane St / Finch Ave W
43.62649329992186,-79.50358167641535,9,6,Uno Dr / The Queensway
43.656038841714505,-79.38970387738495,2,8,Simcoe St / Elm St
43.707555968595464,-79.34272024477463,3,15,Overlea Blvd / Thorncliffe Park Dr
43.66279594478841,-79.51959827976225,3,12,The Kingsway / Ashley Rd
43.660324268765464,-79.51154350422973,0,17,Dundas St W / Prince Edward Dr N
43.71024429599603,-79.39578744603273,2,12,60 Broadway Ave
43.72093164598881,-79.34989416350709,3,14,Opposite 1103 Leslie St
43.647547634759206,-79.39155200496292,6,4,Widmer St / Adelaide St W - SMART
43.63682856154585,-79.40884160367011,32,4,800 Fleet St (North)
43.63670985212708,-79.40880517790985,32,1,800 Fleet St (South)
43.661803,-79.389682,7,9,Queen's Park Cres E / Grosvenor St - SMART
43.712154792369496,-79.39425906322937,11,2,Erskine Ave / Redpath Ave
43.69105005197055,-79.43281746494293,0,15,Arlington Parkette
43.67115532642577,-79.46701597756929,1,13,Keele St / Lloyd Ave
43.675531973168354,-79.47199740066374,0,14,Gunns Rd / Lavender Creek Trail
43.6691099,-79.38551,18,7,20 Charles St E
43.64927890131737,-79.50312995581972,6,5,Bloor St W / Kingsmill Rd
43.670042134416704,-79.4789424818056,2,12,St Clair Ave W / Symes Rd
43.66335070995886,-79.41312798316125,3,7,Palmerston Blvd / Lennox St
43.6784834,-79.3513564,2,21,14 Arundel Ave
43.64659663170443,-79.37530913867988,2,17,Scott St / The Esplanade
43.626265,-79.476723,45,12,Humber Bay Shores Park / Marine Parade Dr
43.6649482,-79.40947,30,6,365 Lippincott St
43.70503461857136,-79.33547292037659,3,20,E.T Seton Park - South 
43.714305793017544,-79.36089045040129,7,6,Eglinton Ave E / Brentcliffe Rd
43.647968822765,-79.38316961352653,1,17,King St W / York St (2)
43.651885,-79.3649,27,4,King St E / Berkeley St
43.650297574961044,-79.36648460341635,3,11,Princess St / Front St E
43.662452744495575,-79.3978384219513,7,16,St. George St / Willcocks St
43.647043061824,-79.38314120681535,1,25,York St / Wellington St W (2)
43.644887,-79.45641169999999,8,7,High Park Blvd / Parkside Dr
43.662862,-79.383572,4,12,Yonge St / Alexander St - SMART
43.68233679999999,-79.4680594,0,14,Rogers Rd / Watt Ave
43.671946102001826,-79.37245115337294,1,16,Bloor St E / Parliament St
43.64843020000001,-79.38556559999999,4,13,University Ave / Pearl St 
43.64781808540915,-79.38427999073791,1,16,King St W / University Ave
43.64039672322004,-79.4237424131447,4,14,Joe Shuster Way / King St W 
43.727621709316395,-79.55254902939286,3,9,Albion Rd/ Arcot Blvd
43.721532966873205,-79.5455834809678,1,16,Armel Ct / Albion Rd
43.729578273586064,-79.54699793872719,13,1,75 Tandridge Cres
43.74445257991756,-79.56824985721664,3,12,Islington Ave / Finch Ave W
43.697417070558615,-79.50079830912324,1,18,Trethewey Dr / Jane St
43.64534,-79.409597,39,3,Niagara St / Richmond St W
43.64809661123633,-79.38864543439331,0,12,Duncan St / Adelaide St W - SMART
43.64286370000001,-79.40713060000002,15,9,Niagara St / King St W - SMART
43.67729,-79.35741,12,8,35 Erindale Ave
43.6772,-79.35858,4,9,Broadview Subway Station
43.6720273,-79.3470557,16,2,Logan Ave / Bain Ave
43.64643026333144,-79.3618163165329,18,9,Queens Quay E / Merchants' Wharf
43.654501,-79.460053,5,5,Parkside Dr / Bloor St W - SMART
43.657024,-79.377257,6,13,Church St / Dundas St E - SMART
43.70979296822595,-79.36389214460489,8,14,McRae Dr / Laird Dr - SMART
43.748713,-79.541808,5,8,Weston Rd / Lanyard Rd
43.707225,-79.345324,0,8,50 Overlea Blvd
43.64981903446256,-79.38641270251617,5,10,University Ave / Richmond St W
43.65052424212547,-79.38672702579497,2,15,University Ave / Queen St W
43.688526,-79.412903,0,14,Lonsdale Rd / Spadina Rd
43.63906470236988,-79.41080996164456,12,8,Strachan Ave / East Liberty St - SMART
43.65105290412541,-79.38764943227872,0,31,Simcoe St / Pullan Pl
43.649354475273796,-79.39675713332855,3,8,Spadina Ave / Bulwer St- SMART 
43.64827015761016,-79.35651733677065,0,15,Cherry St / Lake Shore Blvd E
43.639522754211804,-79.43395976815727,11,4,Dunn Ave / Queen St W
43.6799477790745,-79.38994813684005,3,8,15 Price St 
43.66018127636866,-79.39083271520538,3,20,Queens Park Cres / College St 
43.6469251,-79.3733192,19,0,Church St / The Esplanade
43.6493472,-79.42668,0,5,Lisgar St / Dundas St W - SMART
43.72814640000001,-79.4032194,0,12,Yonge St / Woburn Ave - SMART
43.655350778457056,-79.38345966759798,21,32,Bay St / Dundas St W
43.653264,-79.382458,28,33,Bay St / Albert St
43.673391524931525,-79.47798367814572,0,16,Symes Rd / Glen Scarlett Rd - SMART
43.661601650964336,-79.33894582857273,11,0,Boston Ave / Queen St E- SMART
43.66834,-79.38235,11,15,Isabella St / Church St
43.663912,-79.416124,0,42,Bloor St W / Manning Ave - SMART
43.6408346,-79.3429074,12,16,Cherry Beach Sports Fields (55 Unwin Ave)
43.662712,-79.379903,10,17,Church St  / Wood St
43.707582,-79.311439,1,9,O'Connor Dr / Curity Ave - Smart
43.669969,-79.386532,0,19,Yonge St / Bloor St
43.6570908165693,-79.38593668834272,11,11,Elizabeth St / Elm St
43.591410003452495,-79.54418190344097,4,10,Lake Shore Blvd W / Brow Dr
43.70241717215276,-79.36175932936095,6,7,Millwood Rd / Southvale Dr
43.75921143833388,-79.40960364801701,9,0,19 Glendora Ave
43.64089724173822,-79.43283582518329,15,3,Queen St W / Cowan Ave
43.646552,-79.399586,6,4,St. Andrew's Playground Park
43.652169,-79.362841,14,5,51 Parliament St
43.650945,-79.379498,11,44,Temperance St Station
43.67665014253828,-79.44503029755326,1,38,91 Via Italia
43.676184561302776,-79.38962496400146,7,7,Ramsden Park
43.660439,-79.385525,4,26,Bay St / College St (East Side)
43.660087,-79.385655,1,14,Bay St / College St (West Side) - SMART
43.657192,-79.452559,9,3,Dundas St W / Edna Ave
43.651118,-79.369411,36,9,Frederick St / King St E
43.65082785552666,-79.39698099821702,10,11,Spadina Ave / Sullivan St
43.65011637593798,-79.37953068860327,5,9,Adelaide St W / Bay St ( South )
43.65038002325664,-79.3787277120385,2,17,Adelaide St W / Yonge St
43.651238,-79.43868,1,12,St Clarens Ave / College St
43.6423847,-79.4240277,0,34,Lisgar Park
43.643834,-79.396649,8,5,420 Wellington St W
43.650152,-79.379856,18,5,Adelaide St W / Bay St
43.7078691,-79.39248,13,15,Eglinton Ave E / Redpath Ave
43.6712581,-79.376367,9,22,Howard St / Sherbourne St
43.649649714291584,-79.39372141352654,7,8,Soho St / Queen St W
43.64290167152932,-79.39937033134326,5,10,Portland St / Wellington St W
43.63467323676012,-79.40897321886649,8,8,Princes' Gates
43.70607287248461,-79.39356161653288,2,30,Lillian St / Soudan Ave 
43.639547,-79.420022,11,3,Hanna Ave / Snooker St
43.667819,-79.35347,12,3,Riverdale Park South (Broadview Ave)
43.635007,-79.403341,8,7,Coronation Park (Martin Goodman Trail)
43.70512126615395,-79.3890271081274,3,12,Hillsdale Ave E / Mount Pleasant Rd
43.65995363518053,-79.41787388888551,12,10,Harbord St / Grace St (Bickford Park)
43.65231552304792,-79.39091185000235,10,13,OCAD University
43.64235480340359,-79.39519751877137,7,10,Front St W / Spadina Ave
43.64314139337404,-79.42728015945511,4,10,Gladstone Ave / Queen St W
43.655431,-79.380653,12,6,Toronto Eaton Centre (Yonge St) - SMART
43.6467917,-79.4030281,6,8,Richmond St W / Bathurst St
43.788525214554085,-79.1231844760227,11,7,Starspray Blvd / Lawrence Ave E
43.6672144,-79.3452697,14,7,Logan Ave / Gerrard St E
43.65907064983235,-79.35240134225845,18,1,Thompson St / Carroll St
43.64654941401018,-79.41558900317995,21,2,Crawford St / Lobb Ave
43.638608601636705,-79.41965437361068,13,4,Hanna Ave / Liberty St
43.63781903961206,-79.40013176752855,9,13,Bathurst St / Housey St
43.64572868466845,-79.40990680181771,6,3,Niagara St / Queen St W 
43.6668334195837,-79.38120391054117,3,9,519 Church St
43.6491919790139,-79.38363237427446,10,9,Adelaide St W / York St 
43.65505698168995,-79.37651024603271,13,1,Church St / Shuter St
43.65378337432506,-79.36335973372954,16,7,Adelaide St E / Parliament St
43.658739,-79.440691,9,13,Emerson Ave / Bloor St W
43.6662047,-79.37901219999999,10,13,Wellesley St E / Jarvis St
43.75404854399297,-79.2553167552948,4,31,Brimley Rd / Lawrence Ave E 
43.61868,-79.48674,11,4,2300 Lakeshore Blvd W
43.716652,-79.399993,3,12,Blythwood Rd / Yonge St - SMART
43.6506,-79.381285,6,17,Temperance St / Bay St
43.76174092019504,-79.24473961415558,6,5,Benshire Dr / The Meadoway
43.76507271818177,-79.23835381614684,6,9,Bellamy Rd N / The Meadoway
43.77121894873629,-79.22956526983644,4,14,Markham Rd / The Meadoway 
43.6544839,-79.34105699999999,5,17,25 Booth Ave
43.73003601845614,-79.2920036521843,19,0,Centennial College (Ashtonbee Campus)
43.77682938751077,-79.2305003612381,4,5,Ellesmere Rd / Markham Rd
43.64570236705167,-79.41933192053696,9,6,Ossington Ave / Bruce St
43.648711,-79.389728,27,2,Nelson St / Duncan St
43.641529,-79.386741,9,40,Bremner Blvd / Rees St
43.77327261711258,-79.21971485277862,5,10,Slan Ave / Scarborough Golf Club Rd
43.64101663053319,-79.38035903750381,6,7,York St / Harbour St (Love Park)
43.744208202155754,-79.21564636613158,5,6,Cedar Dr / Eglinton Ave E
43.63758782904466,-79.40314232209015,6,13,Fort York Blvd / Grand Magazine St
43.74190570940633,-79.27181887640458,1,10,Kennedy Rd/Ranstone Gdns (Jack Goodlad Park)
43.736952572933866,-79.24798367249146,8,11,Eglinton Ave E / Brimley Rd
43.65945682499,-79.38236466864778,7,11,College Park South
43.70587454662511,-79.36800595602851,4,10,165 McRae Dr
43.67348899977229,-79.41339520555726,2,13,Albany Ave / Dupont St
